727850,"SPOKANE INTERNATIONAL AP [CHENEY - UO]",WA,-8.0,47.490,-117.589,777
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/1987,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-1.1,A,7,-3.9,A,7,82,A,7,930,A,7,60,A,7,3.1,A,7,19300,A,7,910,A,7,0.8,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-1.1,A,7,-3.9,A,7,82,A,7,929,A,7,70,A,7,4.1,A,7,32200,A,7,910,A,7,0.8,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-1.1,A,7,-3.3,A,7,85,A,7,928,A,7,50,A,7,4.1,A,7,48300,A,7,760,A,7,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-1.1,A,7,-3.9,A,7,82,A,7,926,A,7,60,A,7,5.2,A,7,48300,A,7,760,A,7,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-1.1,A,7,-3.3,A,7,85,A,7,925,A,7,80,A,7,3.6,A,7,24100,A,7,760,A,7,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-1.1,A,7,-2.8,A,7,89,A,7,925,A,7,70,A,7,3.1,A,7,12900,A,7,490,A,7,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,07:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-1.1,A,7,-2.2,A,7,92,A,7,924,A,7,80,A,7,2.6,A,7,9700,A,7,610,A,7,0.8,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,08:00,10,460,7,1,13,1,1,9,7,1,13,0,1,13,0,1,9,0,1,13,0,1,21,10,A,7,10,A,7,-0.6,A,7,-0.6,A,7,100,A,7,924,A,7,120,A,7,4.1,A,7,1200,A,7,30,A,7,0.8,E,8,0.023,F,8,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,09:00,149,1415,43,1,13,18,1,9,42,1,13,4799,1,13,1198,1,9,4672,1,13,973,1,21,10,A,7,10,A,7,0.0,A,7,0.0,A,7,100,A,7,923,A,7,140,A,7,5.7,A,7,1200,A,7,30,A,7,0.8,E,8,0.023,F,8,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,10:00,304,1415,88,1,13,9,1,9,86,1,13,9729,1,13,396,1,9,9643,1,13,2849,1,21,10,A,7,10,A,7,0.6,A,7,0.0,A,7,96,A,7,923,A,7,140,A,7,5.7,A,7,1200,A,7,90,A,7,0.8,E,8,0.023,F,8,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,11:00,413,1415,167,1,9,5,1,9,165,1,13,18019,1,9,377,1,9,17908,1,13,4864,1,18,10,A,7,10,A,7,0.6,A,7,0.6,A,7,100,A,7,922,A,7,160,A,7,5.7,A,7,1200,A,7,90,A,7,0.7,E,8,0.023,F,8,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,12:00,466,1415,100,1,9,9,1,9,97,1,13,11461,1,9,527,1,9,11286,1,13,3811,1,18,10,A,7,10,A,7,1.1,A,7,0.6,A,7,96,A,7,922,A,7,180,A,7,4.6,A,7,3200,A,7,120,A,7,0.7,E,8,0.023,F,8,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,13:00,460,1415,152,1,9,2,1,9,152,1,13,16845,1,9,145,1,9,16798,1,13,5090,1,18,10,A,7,10,A,7,1.7,A,7,1.1,A,7,96,A,7,922,A,7,210,A,7,6.2,A,7,2400,A,7,180,A,7,0.7,E,8,0.023,F,8,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,14:00,396,1415,153,1,9,7,1,9,151,1,13,16601,1,9,496,1,9,16461,1,13,4532,1,18,10,A,7,10,A,7,1.1,A,7,1.1,A,7,100,A,7,922,A,7,230,A,7,4.1,A,7,800,A,7,30,A,7,0.6,E,8,0.023,F,8,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,15:00,277,1415,68,1,13,3,1,9,68,1,13,7662,1,13,101,1,9,7642,1,13,2337,1,21,10,A,7,10,A,7,1.1,A,7,1.1,A,7,100,A,7,922,A,7,190,A,7,2.6,A,7,300,A,7,90,A,7,0.6,E,8,0.023,F,8,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,16:00,113,1415,40,1,13,2,1,9,40,1,13,4335,1,13,0,1,9,4335,1,13,1120,1,21,10,A,7,10,A,7,1.1,A,7,1.1,A,7,100,A,7,921,A,7,170,A,7,4.6,A,7,400,A,7,30,A,7,0.6,E,8,0.023,F,8,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,17:00,1,177,3,1,13,0,1,9,3,1,13,0,1,13,0,1,9,0,1,13,0,1,21,10,A,7,10,A,7,1.1,A,7,1.1,A,7,100,A,7,922,A,7,190,A,7,2.6,A,7,800,A,7,90,A,7,0.6,E,8,0.023,F,8,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,18:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,1.1,A,7,1.1,A,7,100,A,7,922,A,7,0,A,7,0.0,A,7,800,A,7,30,A,7,0.6,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,1.1,A,7,1.1,A,7,100,A,7,923,A,7,330,A,7,2.6,A,7,400,A,7,0,A,7,0.6,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,0.6,A,7,0.6,A,7,100,A,7,923,A,7,230,A,7,1.5,A,7,6400,A,7,90,A,7,0.6,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,0.6,A,7,0.6,A,7,100,A,7,924,A,7,220,A,7,2.1,A,7,8000,A,7,120,A,7,0.6,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,0.6,A,7,0.6,A,7,100,A,7,925,A,7,280,A,7,3.1,A,7,800,A,7,90,A,7,0.6,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,0.6,A,7,0.6,A,7,100,A,7,926,A,7,240,A,7,3.1,A,7,9700,A,7,210,A,7,0.5,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/01/1987,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,0.6,A,7,0.6,A,7,100,A,7,927,A,7,190,A,7,3.6,A,7,12900,A,7,2740,A,7,0.5,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,0.6,A,7,0.6,A,7,100,A,7,929,A,7,230,A,7,7.2,A,7,12900,A,7,120,A,7,0.5,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-0.6,A,7,-0.6,A,7,100,A,7,931,A,7,220,A,7,8.2,A,7,1600,A,7,30,A,7,0.5,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-0.6,A,7,-0.6,A,7,100,A,7,932,A,7,220,A,7,5.7,A,7,1600,A,7,30,A,7,0.5,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,-0.6,A,7,-0.6,A,7,100,A,7,932,A,7,220,A,7,5.7,A,7,9700,A,7,90,A,7,0.5,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,0.0,A,7,0.0,A,7,100,A,7,933,A,7,200,A,7,7.2,A,7,4800,A,7,90,A,7,0.6,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,0.0,A,7,0.0,A,7,100,A,7,934,A,7,180,A,7,7.2,A,7,1200,A,7,30,A,7,0.6,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,07:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,0.0,A,7,-0.6,A,7,96,A,7,934,A,7,200,A,7,7.2,A,7,4800,A,7,120,A,7,0.6,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,08:00,10,460,11,1,13,0,1,9,11,1,13,0,1,13,0,1,9,0,1,13,0,1,21,10,A,7,10,A,7,0.6,A,7,-0.6,A,7,92,A,7,934,A,7,180,A,7,5.2,A,7,4800,A,7,120,A,7,0.7,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,09:00,149,1415,68,1,13,0,1,9,68,1,13,72,1,13,0,1,9,72,1,13,160,1,21,10,A,7,10,A,7,0.6,A,7,0.0,A,7,96,A,7,935,A,7,160,A,7,4.1,A,7,9700,A,7,150,A,7,0.8,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,10:00,305,1415,136,1,13,0,1,9,136,1,13,145,1,13,0,1,9,145,1,13,348,1,21,10,A,7,10,A,7,1.1,A,7,0.0,A,7,92,A,7,935,A,7,180,A,7,5.7,A,7,11300,A,7,3050,A,7,0.8,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,11:00,414,1415,204,1,9,1,1,9,204,1,13,217,1,9,1,1,9,217,1,13,514,1,18,10,A,7,10,A,7,1.1,A,7,0.0,A,7,92,A,7,935,A,7,150,A,7,5.2,A,7,16100,A,7,980,A,7,0.9,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,12:00,468,1415,217,1,9,1,1,9,216,1,13,232,1,9,1,1,9,232,1,13,594,1,18,10,A,7,10,A,7,1.7,A,7,0.0,A,7,89,A,7,934,A,7,140,A,7,6.7,A,7,32200,A,7,1370,A,7,0.9,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,13:00,463,1415,208,1,9,1,1,9,208,1,13,224,1,9,1,1,9,224,1,13,581,1,18,10,A,7,10,A,7,2.2,A,7,-0.6,A,7,82,A,7,934,A,7,140,A,7,5.7,A,7,32200,A,7,1680,A,7,0.9,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,14:00,398,1415,178,1,9,0,1,9,177,1,13,190,1,9,0,1,9,190,1,13,480,1,18,10,A,7,10,A,7,2.2,A,7,-0.6,A,7,82,A,7,934,A,7,140,A,7,7.2,A,7,32200,A,7,1370,A,7,1.0,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,15:00,280,1415,118,1,13,0,1,9,118,1,13,126,1,13,0,1,9,126,1,13,311,1,21,10,A,7,10,A,7,2.2,A,7,-1.1,A,7,79,A,7,934,A,7,140,A,7,7.2,A,7,32200,A,7,1130,A,7,1.0,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,16:00,117,1415,49,1,13,0,1,9,49,1,13,52,1,13,0,1,9,52,1,13,123,1,21,10,A,7,10,A,7,2.2,A,7,-1.1,A,7,79,A,7,934,A,7,140,A,7,6.2,A,7,32200,A,7,850,A,7,1.1,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,17:00,2,200,4,1,13,0,1,9,4,1,13,0,1,13,0,1,9,0,1,13,0,1,21,10,A,7,10,A,7,1.7,A,7,-0.6,A,7,85,A,7,933,A,7,110,A,7,4.1,A,7,32200,A,7,850,A,7,1.1,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,18:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,1.7,A,7,-1.1,A,7,82,A,7,932,A,7,150,A,7,4.1,A,7,32200,A,7,1370,A,7,1.1,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,2.2,A,7,-0.6,A,7,82,A,7,931,A,7,120,A,7,4.6,A,7,32200,A,7,1130,A,7,1.1,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,1.7,A,7,-0.6,A,7,85,A,7,930,A,7,130,A,7,3.6,A,7,32200,A,7,980,A,7,1.2,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,2.2,A,7,-1.1,A,7,79,A,7,929,A,7,140,A,7,6.2,A,7,32200,A,7,980,A,7,1.2,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,2.8,A,7,-1.1,A,7,76,A,7,927,A,7,120,A,7,8.8,A,7,32200,A,7,1830,A,7,1.2,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,2.8,A,7,-0.6,A,7,79,A,7,927,A,7,120,A,7,7.2,A,7,32200,A,7,1310,A,7,1.2,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/02/1987,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,3.3,A,7,-2.2,A,7,67,A,7,926,A,7,140,A,7,7.7,A,7,32200,A,7,980,A,7,1.2,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,1.7,A,7,0.6,A,7,92,A,7,925,A,7,140,A,7,10.8,A,7,16100,A,7,910,A,7,1.3,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,2.2,A,7,1.1,A,7,93,A,7,924,A,7,140,A,7,6.7,A,7,32200,A,7,1130,A,7,1.3,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,2.2,A,7,0.6,A,7,89,A,7,923,A,7,120,A,7,5.2,A,7,48300,A,7,1370,A,7,1.3,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,3.9,A,7,-1.1,A,7,70,A,7,921,A,7,140,A,7,7.7,A,7,32200,A,7,1220,A,7,1.3,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,3.3,A,7,-0.6,A,7,76,A,7,920,A,7,140,A,7,6.2,A,7,48300,A,7,1130,A,7,1.3,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,3.9,A,7,-0.6,A,7,73,A,7,919,A,7,160,A,7,7.2,A,7,48300,A,7,1250,A,7,1.2,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,07:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,4.4,A,7,0.0,A,7,73,A,7,919,A,7,150,A,7,6.7,A,7,32200,A,7,980,A,7,1.2,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,08:00,10,460,6,1,13,0,1,9,6,1,13,0,1,13,0,1,9,0,1,13,0,1,21,10,A,7,10,A,7,3.9,A,7,0.6,A,7,79,A,7,919,A,7,160,A,7,6.2,A,7,48300,A,7,1310,A,7,1.2,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,09:00,150,1415,36,1,13,0,1,9,36,1,13,40,1,13,0,1,9,40,1,13,118,1,21,10,A,7,10,A,7,3.9,A,7,0.6,A,7,79,A,7,920,A,7,170,A,7,6.7,A,7,19300,A,7,1310,A,7,1.1,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,10:00,306,1415,79,1,13,1,1,9,78,1,13,87,1,13,0,1,9,87,1,13,269,1,21,10,A,7,10,A,7,3.9,A,7,2.2,A,7,89,A,7,920,A,7,190,A,7,7.2,A,7,11300,A,7,1310,A,7,1.1,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,11:00,416,1415,112,1,9,1,1,9,112,1,13,126,1,9,1,1,9,125,1,13,399,1,18,10,A,7,10,A,7,3.9,A,7,1.7,A,7,86,A,7,919,A,7,190,A,7,8.8,A,7,24100,A,7,550,A,7,1.1,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,12:00,470,1415,127,1,9,1,1,9,126,1,13,142,1,9,1,1,9,142,1,13,461,1,18,10,A,7,10,A,7,3.9,A,7,2.2,A,7,89,A,7,919,A,7,180,A,7,9.3,A,7,16100,A,7,550,A,7,1.0,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,13:00,465,1415,180,1,9,19,1,9,173,1,13,196,1,9,15,1,9,191,1,13,547,1,18,10,A,7,9,A,7,3.9,A,7,2.8,A,7,93,A,7,919,A,7,180,A,7,10.3,A,7,24100,A,7,490,A,7,1.0,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,14:00,401,1415,185,1,9,86,1,9,161,1,13,202,1,9,79,1,9,180,1,13,376,1,18,10,A,7,9,A,7,3.9,A,7,2.2,A,7,89,A,7,919,A,7,190,A,7,10.3,A,7,24100,A,7,1220,A,7,1.0,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,15:00,283,1415,108,1,13,172,1,13,75,1,13,116,1,13,129,1,13,90,1,13,144,1,23,7,A,7,3,A,7,4.4,A,7,1.7,A,7,82,A,7,920,A,7,190,A,7,9.3,A,7,48300,A,7,77777,A,7,0.9,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,16:00,120,1415,55,1,13,502,1,9,14,1,13,60,1,13,320,1,9,33,1,13,35,1,21,0,A,7,0,A,7,4.4,A,7,1.7,A,7,82,A,7,920,A,7,190,A,7,6.7,A,7,48300,A,7,77777,A,7,0.9,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,17:00,2,224,7,1,13,30,1,9,2,1,13,0,1,13,0,1,9,0,1,13,0,1,21,0,A,7,0,A,7,2.8,A,7,1.7,A,7,93,A,7,921,A,7,200,A,7,4.6,A,7,48300,A,7,77777,A,7,0.9,E,8,0.016,F,8,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,18:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,1.7,A,7,1.1,A,7,96,A,7,921,A,7,120,A,7,3.6,A,7,48300,A,7,77777,A,7,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,19:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,1.1,A,7,0.6,A,7,96,A,7,922,A,7,150,A,7,4.6,A,7,48300,A,7,77777,A,7,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,0,A,7,1.1,A,7,0.6,A,7,96,A,7,922,A,7,160,A,7,5.7,A,7,48300,A,7,77777,A,7,0.8,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,A,7,0,A,7,1.1,A,7,0.0,A,7,92,A,7,922,A,7,150,A,7,6.2,A,7,48300,A,7,77777,A,7,0.8,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,1.1,A,7,0.6,A,7,96,A,7,923,A,7,160,A,7,6.7,A,7,32200,A,7,1520,A,7,0.8,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,1.7,A,7,1.1,A,7,96,A,7,923,A,7,160,A,7,6.2,A,7,32200,A,7,2130,A,7,0.8,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/03/1987,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,8,A,7,1.1,A,7,1.1,A,7,100,A,7,923,A,7,140,A,7,6.7,A,7,32200,A,7,1680,A,7,0.8,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/04/1987,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,A,7,3,A,7,1.1,A,7,0.6,A,7,96,A,7,923,A,7,150,A,7,5.2,A,7,48300,A,7,77777,A,7,0.8,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/04/1987,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,A,7,3,A,7,1.1,A,7,0.0,A,7,92,A,7,924,A,7,160,A,7,5.7,A,7,48300,A,7,77777,A,7,0.7,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/04/1987,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,A,7,3,A,7,0.6,A,7,-0.6,A,7,92,A,7,924,A,7,160,A,7,5.7,A,7,48300,A,7,77777,A,7,0.7,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/04/1987,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,0.0,A,7,-0.6,A,7,96,A,7,924,A,7,160,A,7,4.6,A,7,48300,A,7,77777,A,7,0.7,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/04/1987,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,0.0,A,7,-0.6,A,7,96,A,7,924,A,7,160,A,7,5.2,A,7,48300,A,7,77777,A,7,0.7,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/04/1987,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,0,A,7,0.0,A,7,-0.6,A,7,96,A,7,925,A,7,160,A,7,5.2,A,7,48300,A,7,77777,A,7,0.7,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/04/1987,07:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,6,A,7,-1.1,A,7,-1.7,A,7,96,A,7,925,A,7,140,A,7,3.6,A,7,48300,A,7,7620,A,7,0.7,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
01/04/1987,08:00,10,483,5,1,13,3,1,13,4,1,13,0,1,13,0,1,13,0,1,13,0,1,23,10,A,7,7,A,7,-1.1,A,7,-2.2,A,7,92,A,7,925,A,7,150,A,7,2.6,A,7,48300,A,7,2290,A,7,0.7,E,8,0.050,F,8,-9900.000,?,0,-9900,-9900,?,0
01/04/1987,09:00,150,1415,36,1,13,43,1,13,31,1,13,39,1,13,25,1,13,37,1,13,65,1,23,9,A,7,4,A,7,1.1,A,7,-0.6,A,7,89,A,7,926,A,7,160,A,7,4.6,A,7,48300,A,7,77777,A,7,0.7,E,8,0.050,F,8,-9900.000,?,0,-9900,-9900,?,0
